age,education-num,capital-gain,capital-loss,hours-per-week,workclass_encoded,education_encoded,marital-status_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,native-country_encoded,income_encoded
24.0,9,13061.665675340768,1872.8255915863278,35,4,11,2,6,3,4,1,39,0
48.0,9,13061.665675340768,1872.8255915863278,50,6,11,2,12,5,4,0,39,0
34.0,13,5178.0,1872.8255915863278,25,7,9,2,13,3,4,0,0,1
70.0,13,6418.0,1872.8255915863278,40,4,9,2,6,0,4,1,39,1
35.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
26.0,10,13061.665675340768,1872.8255915863278,45,4,15,2,3,0,4,1,39,1
64.0,9,13061.665675340768,1872.8255915863278,3,4,11,4,4,1,4,1,39,0
26.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,1,4,4,0,39,0
39.0,9,13061.665675340768,1872.8255915863278,30,6,11,2,14,0,4,1,39,0
55.0,10,13061.665675340768,1872.8255915863278,36,4,15,4,1,3,4,0,39,0
23.0,10,13061.665675340768,1872.8255915863278,45,4,15,4,4,1,4,1,0,0
33.0,9,13061.665675340768,1872.8255915863278,40,6,11,2,3,0,4,1,39,0
31.0,13,13061.665675340768,1872.8255915863278,55,4,9,2,4,0,4,1,39,1
28.0,9,13061.665675340768,1872.8255915863278,20,2,11,4,1,2,4,1,39,0
50.0,14,13061.665675340768,1872.8255915863278,30,4,12,2,7,0,4,1,39,0
26.0,13,13061.665675340768,1872.8255915863278,55,2,9,2,10,5,4,0,39,1
44.0,12,13061.665675340768,1741.0,40,1,7,0,1,1,2,0,39,0
51.0,9,13061.665675340768,1872.8255915863278,40,4,11,3,3,1,4,1,39,0
34.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,8,0,4,1,39,0
37.0,13,7688.0,1872.8255915863278,39,4,9,2,10,0,4,1,39,1
29.0,15,13061.665675340768,1872.8255915863278,50,4,14,2,10,0,4,1,39,1
27.0,11,13061.665675340768,1872.8255915863278,40,4,8,0,1,4,4,0,39,0
44.0,10,13061.665675340768,1872.8255915863278,45,4,15,2,3,0,4,1,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,1,4,1,39,0
54.0,9,13061.665675340768,1872.8255915863278,55,4,11,2,4,0,4,1,39,1
47.0,10,13061.665675340768,1872.8255915863278,50,4,15,5,1,4,4,0,39,1
30.0,9,13061.665675340768,1872.8255915863278,30,4,11,4,8,1,4,1,39,0
35.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,1,1,4,0,39,0
39.0,10,13061.665675340768,1872.8255915863278,40,1,15,2,1,0,2,1,39,0
42.0,12,13061.665675340768,1872.8255915863278,40,4,7,5,1,4,2,0,39,0
70.0,13,13061.665675340768,2377.0,50,5,9,2,4,0,4,1,39,1
41.0,15,13061.665675340768,1872.8255915863278,40,4,14,2,1,0,1,1,30,0
36.0,9,13061.665675340768,1872.8255915863278,38,4,11,4,4,1,4,0,39,0
44.0,14,13061.665675340768,1872.8255915863278,42,4,12,2,10,0,4,1,39,1
42.0,9,13061.665675340768,1872.8255915863278,40,0,11,5,0,4,4,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,17,4,15,4,14,3,4,0,39,0
29.0,6,13061.665675340768,1872.8255915863278,40,4,0,4,10,1,4,1,39,0
27.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,13,5,4,0,39,0
30.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,10,0,1,1,39,1
59.0,10,13061.665675340768,1579.0,60,6,15,2,5,0,4,1,39,0
31.0,13,13061.665675340768,1872.8255915863278,25,4,9,4,8,1,4,0,39,0
26.0,10,13061.665675340768,1872.8255915863278,37,4,15,4,3,4,1,1,36,0
57.0,9,13061.665675340768,1872.8255915863278,45,5,11,2,12,0,4,1,39,1
59.0,10,13061.665675340768,1872.8255915863278,20,6,15,2,3,0,4,1,39,1
38.26489245201149,9,13061.665675340768,1872.8255915863278,2,0,11,6,0,1,4,1,39,0
25.0,10,13061.665675340768,1872.8255915863278,55,4,15,4,14,1,4,1,39,0
39.0,14,7688.0,1872.8255915863278,45,4,12,2,10,0,4,1,39,1
53.0,14,3103.0,1872.8255915863278,40,4,12,2,10,0,4,1,39,1
38.0,7,13061.665675340768,1872.8255915863278,40,4,1,2,3,0,4,1,39,0
21.0,11,13061.665675340768,1872.8255915863278,35,4,8,4,1,4,2,0,39,0
17.0,7,13061.665675340768,1872.8255915863278,30,4,1,4,6,3,4,1,39,0
44.0,7,13061.665675340768,1872.8255915863278,40,4,1,4,7,4,2,0,39,0
23.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,6,3,4,1,39,0
57.0,10,9386.0,1872.8255915863278,40,4,15,2,3,5,4,0,39,1
30.0,7,13061.665675340768,1872.8255915863278,40,7,1,2,14,0,4,1,39,0
51.0,9,13061.665675340768,1872.8255915863278,55,6,11,2,5,0,4,1,39,0
54.0,9,13061.665675340768,1872.8255915863278,35,6,11,2,3,0,4,1,39,0
44.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,1,1,4,0,11,0
60.0,10,13061.665675340768,1872.8255915863278,16,4,15,2,11,0,4,1,39,1
28.0,13,7298.0,1872.8255915863278,42,4,9,2,12,0,4,1,39,1
39.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,7,0,4,1,39,1
55.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,10,0,4,1,39,1
36.0,14,13061.665675340768,1872.8255915863278,50,4,12,2,10,5,4,0,39,1
55.0,14,3103.0,1872.8255915863278,45,2,12,2,10,5,4,0,39,1
33.0,9,13061.665675340768,1872.8255915863278,55,4,11,2,7,0,4,1,39,1
40.0,13,13061.665675340768,1872.8255915863278,20,2,9,2,10,0,4,1,39,0
30.0,14,13061.665675340768,1872.8255915863278,50,4,12,2,4,0,4,1,39,1
40.0,10,13061.665675340768,1872.8255915863278,30,4,15,0,13,1,4,1,13,1
24.0,9,13061.665675340768,1872.8255915863278,50,4,11,4,14,1,4,0,39,0
18.0,7,13061.665675340768,1872.8255915863278,20,4,1,4,12,3,4,1,39,0
18.0,9,13061.665675340768,1872.8255915863278,25,4,11,4,6,3,4,0,39,0
49.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,3,0,4,1,39,1
42.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,3,0,4,1,39,0
28.0,9,13061.665675340768,1872.8255915863278,40,2,11,2,6,0,4,1,39,0
32.0,12,13061.665675340768,1872.8255915863278,40,4,7,2,3,0,4,1,39,0
48.0,10,13061.665675340768,1872.8255915863278,50,6,15,5,12,4,4,0,39,0
24.0,4,13061.665675340768,1872.8255915863278,32,4,5,4,9,3,4,0,8,0
73.0,9,13061.665675340768,1872.8255915863278,25,6,11,2,12,5,4,0,39,0
35.0,14,7298.0,1872.8255915863278,40,4,12,2,10,0,2,1,0,1
23.0,10,13061.665675340768,1872.8255915863278,60,4,15,2,14,0,4,1,39,1
19.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,9,1,4,0,39,0
27.0,9,13061.665675340768,1872.8255915863278,35,4,11,2,12,0,4,1,26,0
27.0,8,13061.665675340768,1872.8255915863278,40,4,2,4,8,1,4,1,39,0
41.0,15,13061.665675340768,1872.8255915863278,50,6,14,2,10,0,4,1,39,1
31.0,9,13061.665675340768,1872.8255915863278,20,4,11,2,3,0,4,1,39,0
64.0,9,13061.665675340768,1872.8255915863278,40,5,11,2,3,0,4,1,39,1
45.0,8,13061.665675340768,1872.8255915863278,10,4,2,4,8,3,4,1,26,0
47.0,9,13061.665675340768,1872.8255915863278,35,4,11,2,8,5,4,0,39,0
22.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,7,2,4,1,39,0
69.0,9,13061.665675340768,1872.8255915863278,20,7,11,2,8,0,4,1,39,0
40.0,11,13061.665675340768,1872.8255915863278,40,6,8,2,4,0,4,1,39,1
45.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
47.0,12,10520.0,1872.8255915863278,45,6,7,4,5,2,4,1,39,1
31.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,1,4,0,39,0
48.0,12,13061.665675340768,1872.8255915863278,42,4,7,0,4,4,4,0,39,0
41.0,13,13061.665675340768,1872.8255915863278,35,4,9,2,10,5,2,0,14,1
34.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,3,4,1,39,0
48.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,10,0,4,1,39,0
28.0,11,7688.0,1872.8255915863278,36,2,8,2,10,5,4,0,39,1
20.0,12,13061.665675340768,1872.8255915863278,40,4,7,4,4,3,4,0,39,0
39.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,1,0,1,1,30,1
40.0,10,13061.665675340768,1872.8255915863278,40,1,15,0,4,1,2,0,39,0
28.0,6,13061.665675340768,1872.8255915863278,45,4,0,4,14,1,4,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,25,4,15,4,12,1,4,0,39,0
41.0,13,13061.665675340768,1872.8255915863278,40,4,9,0,10,1,2,1,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,0
35.0,9,13061.665675340768,1872.8255915863278,40,7,11,2,11,0,4,1,39,0
22.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,12,3,4,1,39,0
23.0,13,13061.665675340768,1872.8255915863278,30,4,9,4,8,1,4,0,39,0
23.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,4,4,4,0,39,0
42.0,11,4386.0,1872.8255915863278,80,6,8,2,14,0,4,1,39,1
34.0,10,13061.665675340768,1872.8255915863278,64,4,15,2,10,0,4,1,39,1
32.0,11,4650.0,1872.8255915863278,40,1,8,4,13,3,2,1,39,0
54.0,9,13061.665675340768,1872.8255915863278,54,4,11,2,1,0,4,1,39,1
48.0,13,13061.665675340768,1872.8255915863278,40,4,9,5,1,4,1,0,30,0
38.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,10,0,4,1,39,1
48.0,13,13061.665675340768,1872.8255915863278,40,7,9,0,1,4,4,0,39,0
22.0,3,13061.665675340768,1872.8255915863278,40,4,4,2,8,0,4,1,8,0
42.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,13,0,4,1,39,1
31.0,16,13061.665675340768,1872.8255915863278,40,4,10,2,10,0,1,1,3,0
27.0,9,13061.665675340768,1872.8255915863278,50,4,11,4,8,1,4,0,39,1
57.0,14,10520.0,1872.8255915863278,32,4,12,5,10,1,4,1,39,1
46.0,11,3325.0,1872.8255915863278,42,7,8,0,13,1,4,0,39,0
44.0,11,13061.665675340768,1872.8255915863278,40,1,8,2,3,0,4,1,39,1
42.0,10,13061.665675340768,1872.8255915863278,40,2,15,2,11,0,4,1,39,1
24.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,4,1,4,1,39,0
38.0,2,13061.665675340768,1872.8255915863278,40,4,3,3,3,1,4,1,26,0
29.0,13,13061.665675340768,1872.8255915863278,52,4,9,2,4,0,4,1,41,1
38.0,9,13061.665675340768,1872.8255915863278,55,4,11,2,3,0,4,1,39,0
33.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,4,4,4,0,39,0
61.0,9,13061.665675340768,1872.8255915863278,4,4,11,2,8,5,4,0,39,0
49.0,11,13061.665675340768,1872.8255915863278,40,2,8,2,3,0,4,1,39,1
51.0,12,13061.665675340768,1872.8255915863278,40,6,7,2,4,0,4,1,39,1
42.0,9,13061.665675340768,1872.8255915863278,35,4,11,0,8,2,2,0,39,0
21.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,6,3,4,1,39,0
29.0,9,13061.665675340768,1872.8255915863278,40,0,11,0,0,1,4,1,39,0
54.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,5,0,4,1,39,0
23.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,1,1,4,0,39,0
52.0,6,13061.665675340768,1872.8255915863278,40,4,0,2,3,0,4,1,39,0
28.0,14,7298.0,1872.8255915863278,40,2,12,2,10,5,4,0,39,1
23.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,6,3,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,80,4,11,2,12,0,4,1,39,1
45.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,3,0,4,1,39,1
51.0,4,13061.665675340768,1872.8255915863278,42,6,5,2,4,0,4,1,39,0
29.0,9,13061.665675340768,1872.8255915863278,42,0,11,3,0,4,2,0,14,0
23.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,12,3,1,0,39,0
73.0,13,13061.665675340768,1872.8255915863278,30,6,9,2,5,0,4,1,39,0
47.0,7,13061.665675340768,1872.8255915863278,55,6,1,0,4,4,4,0,39,0
61.0,9,13061.665675340768,1872.8255915863278,37,0,11,2,0,0,4,1,39,0
40.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,6,0,4,1,39,1
39.0,6,13061.665675340768,1872.8255915863278,40,4,0,0,8,4,2,0,39,0
33.0,13,13061.665675340768,1872.8255915863278,40,1,9,4,10,1,4,0,39,0
35.0,9,13061.665675340768,1872.8255915863278,35,4,11,2,5,0,4,1,39,0
42.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,4,3,4,1,39,0
46.0,10,13061.665675340768,1872.8255915863278,44,4,15,2,3,0,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,1,3,4,1,39,0
47.0,3,13061.665675340768,1872.8255915863278,20,4,4,4,7,3,4,1,39,0
33.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,0,4,1,39,0
26.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,1,3,4,0,39,0
42.0,10,13061.665675340768,1872.8255915863278,40,7,15,0,1,4,2,0,39,0
28.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,10,0,4,1,39,0
29.0,3,13061.665675340768,1872.8255915863278,40,4,4,2,7,0,4,1,0,0
18.0,8,13061.665675340768,1872.8255915863278,20,4,2,4,12,3,4,0,39,0
33.0,10,13061.665675340768,1872.8255915863278,45,6,15,2,4,0,4,1,39,0
36.0,13,13061.665675340768,1872.8255915863278,44,4,9,6,10,4,4,0,39,0
33.0,9,7688.0,1872.8255915863278,48,4,11,2,11,0,4,1,39,1
40.0,9,13061.665675340768,1872.8255915863278,40,4,11,3,1,4,4,0,39,0
57.0,16,13061.665675340768,1902.0,40,6,10,2,12,0,4,1,39,1
40.0,9,13061.665675340768,1872.8255915863278,45,4,11,0,14,4,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,13,0,4,1,39,0
45.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,1,2,0,39,1
52.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,4,0,4,1,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,5,7,1,4,1,39,0
30.0,9,13061.665675340768,1872.8255915863278,40,4,11,3,1,1,4,0,39,0
28.0,9,13061.665675340768,1872.8255915863278,40,0,11,4,0,3,2,1,39,0
46.0,16,13061.665675340768,1872.8255915863278,45,6,10,4,10,1,4,0,39,0
48.0,9,13061.665675340768,1872.8255915863278,50,4,11,4,4,1,4,0,39,0
48.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,14,0,4,1,39,1
21.0,10,13061.665675340768,1719.0,9,4,15,4,13,3,4,0,39,0
18.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,1,1,4,0,39,0
38.0,13,13061.665675340768,1872.8255915863278,50,4,9,0,10,1,4,0,39,1
66.0,7,13061.665675340768,1872.8255915863278,40,0,1,6,0,1,2,0,39,0
36.0,13,7298.0,1872.8255915863278,55,7,9,2,11,0,4,1,39,1
38.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,14,1,4,0,39,0
55.0,15,13061.665675340768,1872.8255915863278,55,6,14,6,10,1,4,1,39,1
27.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,3,0,4,1,39,1
29.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,6,2,4,1,39,0
40.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,4,4,4,0,39,0
21.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,12,3,4,0,39,0
49.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,1,1,4,0,39,0
29.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,10,5,4,0,39,1
28.0,13,13061.665675340768,1872.8255915863278,50,4,9,4,4,1,4,1,39,1
26.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,11,0,4,1,39,0
33.0,9,13061.665675340768,1872.8255915863278,41,4,11,4,1,1,4,0,39,0
72.0,15,13061.665675340768,1872.8255915863278,40,0,14,2,0,0,4,1,39,1
59.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,13,0,4,1,20,0
37.0,11,13061.665675340768,1872.8255915863278,40,4,8,2,1,0,4,1,39,0
56.0,6,13061.665675340768,1872.8255915863278,40,0,0,0,0,1,4,0,39,0
27.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,3,1,4,1,39,0
39.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,10,0,1,1,30,1
49.0,14,13061.665675340768,1872.8255915863278,80,2,12,4,10,1,4,0,39,0
30.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,12,3,1,0,39,0
28.0,5,13061.665675340768,1872.8255915863278,40,4,6,2,11,5,2,0,39,0
25.0,13,13061.665675340768,1872.8255915863278,40,7,9,4,11,3,4,1,39,0
18.0,6,13061.665675340768,1872.8255915863278,40,4,0,4,7,3,4,1,39,0
36.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,7,3,4,1,39,0
52.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,1
20.0,8,13061.665675340768,1602.0,40,0,2,4,0,1,3,1,39,0
25.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,3,1,4,1,39,0
26.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,10,3,4,1,39,0
50.0,13,13061.665675340768,2415.0,20,4,9,2,4,5,4,0,39,1
48.0,12,13061.665675340768,1872.8255915863278,40,4,7,2,4,0,4,1,39,1
39.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,6,0,4,1,39,0
30.0,13,13061.665675340768,1872.8255915863278,40,2,9,2,10,0,4,1,39,0
26.0,9,13061.665675340768,1872.8255915863278,60,4,11,2,3,0,4,1,39,0
36.0,10,13061.665675340768,1887.0,40,4,15,2,3,0,4,1,39,1
49.0,16,13061.665675340768,1872.8255915863278,60,4,10,2,12,0,4,1,39,0
34.0,13,13061.665675340768,1872.8255915863278,60,2,9,2,10,0,4,1,39,0
28.0,9,13061.665675340768,1872.8255915863278,48,4,11,4,8,2,3,1,26,0
28.0,9,13061.665675340768,1872.8255915863278,40,6,11,4,8,1,4,1,39,0
42.0,10,7688.0,1872.8255915863278,40,4,15,2,3,0,4,1,39,1
26.0,9,13061.665675340768,1872.8255915863278,40,6,11,2,3,0,4,1,39,0
54.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,2,1,39,1
66.0,5,13061.665675340768,1872.8255915863278,40,0,6,2,0,0,4,1,39,0
61.0,9,13061.665675340768,1872.8255915863278,53,6,11,2,12,0,4,1,39,0
45.0,15,13061.665675340768,1872.8255915863278,30,6,14,4,10,1,4,1,39,1
29.0,13,13061.665675340768,1872.8255915863278,35,4,9,4,1,1,4,0,39,0
74.0,9,13061.665675340768,1872.8255915863278,16,4,11,0,6,1,4,0,39,0
61.0,9,13061.665675340768,1872.8255915863278,40,2,11,6,10,1,4,0,39,0
27.0,10,13061.665675340768,1872.8255915863278,22,4,15,4,12,3,4,1,39,0
53.0,13,13061.665675340768,1872.8255915863278,40,1,9,2,10,0,4,1,39,1
57.0,9,13061.665675340768,1872.8255915863278,40,6,11,2,5,0,1,1,39,0
45.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,10,0,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,12,0,4,1,39,0
26.0,13,13061.665675340768,1977.0,40,0,9,2,0,5,4,0,39,1
29.0,9,13061.665675340768,1872.8255915863278,25,4,11,2,8,3,1,1,30,0
65.0,4,13061.665675340768,1872.8255915863278,20,0,5,2,0,0,4,1,39,0
41.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,5,4,0,39,0
31.0,13,13061.665675340768,1872.8255915863278,40,2,9,4,10,2,4,1,0,0
50.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,7,1,4,0,39,0
52.0,9,13061.665675340768,1872.8255915863278,60,4,11,2,12,0,4,1,39,1
18.0,9,13061.665675340768,1872.8255915863278,60,5,11,4,14,3,4,1,39,0
26.0,4,13061.665675340768,1872.8255915863278,30,4,5,4,8,4,3,0,0,0
57.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
63.0,10,13061.665675340768,1740.0,40,7,15,2,1,0,4,1,39,0
29.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,1,2,4,1,26,0
32.0,13,7688.0,1872.8255915863278,40,6,9,2,10,0,4,1,39,1
34.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,1
43.0,9,13061.665675340768,1872.8255915863278,58,4,11,0,1,4,4,0,39,0
39.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,7,0,4,1,39,1
28.0,9,13061.665675340768,1872.8255915863278,45,4,11,4,7,3,4,1,39,0
32.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,1,4,0,39,0
28.0,15,13061.665675340768,1872.8255915863278,90,7,14,4,10,1,4,1,39,0
40.0,10,4386.0,1872.8255915863278,50,4,15,2,7,0,4,1,39,1
25.0,13,13061.665675340768,1872.8255915863278,60,4,9,4,13,1,4,1,39,1
54.0,14,13061.665675340768,1872.8255915863278,50,2,12,2,10,0,4,1,39,1
48.0,13,13061.665675340768,1872.8255915863278,70,5,9,2,5,0,4,1,39,1
51.0,10,13061.665675340768,1872.8255915863278,36,4,15,0,4,1,4,0,39,0
67.0,4,13061.665675340768,1872.8255915863278,35,7,5,2,14,0,4,1,39,0
17.0,6,13061.665675340768,1872.8255915863278,24,4,0,4,12,4,4,0,39,0
24.0,10,13061.665675340768,1872.8255915863278,40,7,15,4,8,1,4,1,39,0
25.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,6,0,4,1,39,0
68.0,9,13061.665675340768,1872.8255915863278,25,0,11,2,0,5,4,0,39,0
54.0,10,13061.665675340768,1872.8255915863278,47,4,15,0,8,1,4,0,39,0
32.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,10,3,4,0,39,0
61.0,10,13061.665675340768,1872.8255915863278,40,0,15,0,0,1,4,0,39,0
41.0,9,13061.665675340768,1872.8255915863278,40,1,11,4,1,3,4,1,39,0
53.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,8,1,4,0,39,0
45.0,11,13061.665675340768,1872.8255915863278,32,4,8,0,10,1,4,0,39,0
64.0,4,13061.665675340768,1872.8255915863278,4,0,5,6,0,1,4,0,39,0
51.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,1
41.0,14,7298.0,1872.8255915863278,60,7,12,2,10,0,4,1,39,1
40.0,11,13061.665675340768,1872.8255915863278,65,1,8,2,10,5,4,0,39,1
27.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,5,2,4,1,26,0
41.0,13,3103.0,1872.8255915863278,35,4,9,2,1,0,1,1,30,1
51.0,13,13061.665675340768,1872.8255915863278,60,4,9,2,4,0,4,1,39,1
34.0,9,13061.665675340768,1872.8255915863278,55,5,11,4,5,3,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,1,0,4,1,39,0
61.0,9,13061.665675340768,1872.8255915863278,20,1,11,0,1,3,2,0,39,0
31.0,6,13061.665675340768,1872.8255915863278,40,4,0,5,14,4,4,1,39,0
34.0,9,13061.665675340768,1872.8255915863278,65,4,11,2,12,0,4,1,39,1
43.0,9,13061.665675340768,1902.0,99,4,11,2,3,0,4,1,39,1
52.0,8,13061.665675340768,1872.8255915863278,40,4,2,2,3,0,4,1,39,0
18.0,7,13061.665675340768,1872.8255915863278,20,4,1,4,8,3,4,0,39,0
37.0,10,13061.665675340768,1872.8255915863278,40,1,15,2,10,0,4,1,39,1
60.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,1,0,4,1,39,0
47.0,10,13061.665675340768,1872.8255915863278,25,4,15,6,14,4,4,0,28,0
21.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,1,3,4,1,39,0
34.0,13,7688.0,1872.8255915863278,55,5,9,2,4,0,4,1,39,1
28.0,9,13061.665675340768,1741.0,52,4,11,0,8,1,4,0,39,0
40.0,11,13061.665675340768,1872.8255915863278,40,2,8,2,11,0,4,1,39,1
48.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,8,4,2,0,39,0
46.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,5,0,4,1,39,0
58.0,10,13061.665675340768,1872.8255915863278,48,4,15,2,12,0,4,1,39,0
32.0,9,13061.665675340768,1872.8255915863278,40,5,11,4,3,1,4,1,39,0
38.26489245201149,9,13061.665675340768,1872.8255915863278,40,0,11,2,0,0,4,1,39,1
38.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,3,0,1,1,39,1
20.0,12,13061.665675340768,1872.8255915863278,20,0,7,4,0,1,4,1,39,0
43.0,10,13061.665675340768,1872.8255915863278,99,6,15,2,5,0,4,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,12,4,1,4,9,3,4,0,39,0
36.0,8,13061.665675340768,1872.8255915863278,45,4,2,4,14,1,1,1,0,0
36.0,9,5013.0,1872.8255915863278,40,4,11,2,3,0,4,1,22,0
30.0,9,3103.0,1872.8255915863278,70,4,11,2,14,0,4,1,39,1
45.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
51.0,9,13061.665675340768,1872.8255915863278,50,6,11,2,14,0,4,1,39,0
29.0,10,13061.665675340768,1872.8255915863278,48,4,15,2,4,0,4,1,39,0
35.0,11,13061.665675340768,1872.8255915863278,65,6,8,4,5,3,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,12,3,4,0,39,0
64.0,10,13061.665675340768,1872.8255915863278,4,0,15,6,0,1,4,1,39,0
62.0,9,13061.665675340768,1872.8255915863278,40,0,11,4,0,1,4,1,39,0
24.0,9,13061.665675340768,1872.8255915863278,24,4,11,2,7,5,4,0,39,0
33.0,12,13061.665675340768,1872.8255915863278,40,4,7,2,11,0,4,1,39,0
43.0,13,13061.665675340768,1872.8255915863278,35,4,9,4,12,4,2,0,39,1
22.0,10,13061.665675340768,1872.8255915863278,45,7,15,4,8,3,4,1,39,0
44.0,10,13061.665675340768,1872.8255915863278,55,4,15,4,8,1,2,1,39,0
37.0,9,13061.665675340768,1872.8255915863278,50,4,11,5,3,1,4,1,39,0
34.0,10,13061.665675340768,1872.8255915863278,75,5,15,4,12,1,4,1,39,0
43.0,11,13061.665675340768,1872.8255915863278,45,4,8,5,12,4,4,0,39,0
39.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,1,4,4,0,39,0
30.0,10,13061.665675340768,1872.8255915863278,32,4,15,2,6,0,4,1,39,0
58.0,4,13061.665675340768,1872.8255915863278,33,4,5,4,6,1,4,0,39,0
31.0,10,13061.665675340768,1872.8255915863278,10,0,15,2,0,5,4,0,39,0
45.0,9,13061.665675340768,1872.8255915863278,35,2,11,0,1,4,4,0,39,0
30.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,1,4,2,0,39,0
42.0,10,13061.665675340768,1872.8255915863278,36,4,15,2,10,5,4,0,39,0
50.0,14,13061.665675340768,1872.8255915863278,50,4,12,2,4,0,4,1,39,1
